caption,num_likes,num_comments,cluster
"Fun, food and laughter! These kids made our hearts explode out of joy, as they were so full of life.

#worldfoodday #foodforall #communities #shantibhavan #feedingIndia #powerofcommunity #sustainability",411,9,1
"Bura Mat Suno 🙉
Listen to people who guide you to be independent. Celebrate 150 years of the man who worked tirelessly for our freedom; M.K.Gandhi. Let today be the day we not only learn his words, but listen and adopt his way of thought!

#gandhijayanti #listen #finance #independence #digitalindia #freedom #financialliteracy #financialfreedom #gandhi",249,0,0
"Bura Mat Dekho 🙈
Change your perspective to change your life. This Gandhi Jayanti, adopt the famous saying of seeing only good and implement that in your financial planning. See what you have and what you want clearly, and you will never go wrong!

#gandhijayanti #listen #finance #independence #digitalindia #freedom #financialliteracy #financialfreedom #gandhi",244,0,0
"Bura Mat Bolo 🙊
Speak what you want to achieve. Walk the talk and take action! Join us in our vision of helping you be financially independent! Take a flight towards becoming independent this Gandhi Jayanti!

#gandhijayanti #listen #finance #independence #digitalindia #freedom #financialliteracy #financialfreedom #gandhi",236,0,0
"Dear Teacher, Thank you for making us what we are today. You have been a constant support as a mentor and a friend. Thank you for making us Well-Read!

Happy Teacher’s Day!

#teachers #mentorship #education #support #wellread #teachersday #literacy #intellect #teachersofinstagram #thankyou #fampay #financialfreedom #financialliteracy",240,0,0
"Technology will never replace teachers, but technology in the hands of teachers is transformational. Technology has revolutionised how we learn and think today. Thank you for making us more Efficient!

Happy Teachers’ Day!

#teachers #mentorship #education #support #wellread #teachersday #literacy #intellect #teachersofinstagram #thankyou #fampay #financialfreedom #financialliteracy  #happyteachersday",262,0,0
"We at FamPay, pledge to build a financially literate generation of children. We envision a generation Well Read, Efficient and Smarter!

Happy Teachers’ Day!

#teachers #mentorship #education #support #wellread #teachersday #literacy #intellect #teachersofinstagram #thankyou #fampay #financialfreedom #financialliteracy  #happyteachersday",272,0,0
"“The biggest impact you can create as an entrepreneur is when you have a belief” - @_thegupta_

We believe in a financially smart generation. What’s your belief?

#financialfreedom #financialliteracy #banks #teenagers #students #childrenbank #fampay #deposits #insurance #digitalindia",402,2,0
"There is always a first step!
We are excited to take our first step towards making the next generation financially smart and confident.

Take your first step, join us in the stride: www.fampay.in

#financialfreedom #financialliteracy #banks #teenagers #students #childrenbank #fampay #deposits #insurance #digitalindia",279,0,0
"What happens when you give children the power to run a financial institution? They have the ability to bring crazy and revolutionary ideas to life.

#financialfreedom #financialliteracy #banks #teenagers #students #childrenbank #fampay #deposits #insurance #digitalindia",343,1,0
"Being Independent is a lifestyle. We are on a mission to make bharat financially independent. Join us on the stride: www.fampay.in

#happyindependenceday #happyrakshabandhan #rakshabandhan #digitalindia #digitalbharat #surakshitbharat #pmo #indianfestival #familypayment #independenceday #freedom #financialliteracy",262,0,0
"It takes years to bring a revolution and build trust. Tying threads and bringing bharat closer. Join us on the stride: www.fampay.in

#happyindependenceday #happyrakshabandhan #rakshabandhan #digitalindia #digitalbharat #surakshitbharat #pmo #indianfestival #familypayment #independenceday #freedom #financialliteracy",279,0,0
"On this auspicious occasion of Rakshabandhan, we pledge to make the brother-sister relationship stronger and safer. We are on a mission to make bharat digital and payment safe. Join us on the stride: www.fampay.in

#happyrakshabandhan #rakshabandhan #digitalindia #digitalbharat #surakshitbharat #pmo #indianfestival #familypayment #independenceday #freedom #financialliteracy",277,0,0
"Get your pocket-money on a nudge with our family-friendly payments app that is fast, secure and simple to use.
-
Sign up now to get premium access! Link in bio.
-
#fampay #payments #digitalindia #teenagers #students #families #offers #rewards",270,2,0
"Send and receive money instantly from your friends and family. The best part is, get rewarded everytime you spend on your favorites!
-
Sign up now to get premium access! Link in bio.
-
#fampay #payments #digitalindia #teenagers #students #families #offers #rewards",294,0,0
"Connect your money with brands and experiences that matter. Get offers and rewards specially designed for you!
-
Sign up now to get premium access! Link in bio.
-
#fampay #payments #digitalindia #teenagers #students #families #offers #rewards",313,0,0
"This Friendship Day, FamPay brings you a closed community especially designed for school students to set the right base early on in their career.
-
Let's be friends? Sign up now at friends.fampay.in
-
#fampay #friendsoffampay #highschool #students #opportunities",274,0,1
"Become part of a network that gets you one step ahead to achieve what you aspire to be!
-
Let's be friends? Sign up now at friends.fampay.in
-
#fampay #friendsoffampay #highschool #students #opportunities",301,0,1
"We bring the best out of you, because that's what true friends do!
-
Let's be friends? Sign up now at friends.fampay.in
-
#fampay #friendsoffampay #highschool #students #opportunities",297,0,1
"Dump the older ways of exchanging cash frequently. Share money within family at your finger tips.
-
Sign up now to get premium access! Link in bio.
-
#fampay #payments #digitalindia #teenagers #students #families #cards #newapps #cashless #journey #premiumaccess #signup",295,0,0
"Pay online and in-store through the mobile app, debit card and UPI. Split bills and send money like you send a message or a photo.
-
Sign up now to get premium access! Link in bio.
-
#fampay #payments #digitalindia #teenagers #students #families #cards #newapps #cashless #journey #premiumaccess #signup",310,4,0
"Pay seamlessly with no paperwork, no minimum balance and no hidden fees. It's fast, safe and simple.
-
Sign up now to get premium access! Link in bio.
-
#fampay #payments #digitalindia #teenagers #students #families #cards #newapps #cashless #journey #premiumaccess #signup",363,0,0
